Presence of Pb,Presence of Cu,Purpose of the study,Main minerals/metals mined,Sample Number,Country,Top Region,Region/Province,corrected Region,District/Deposit Location,Sector details,Mine,Latitude,Longitude,Mineral analyzed,208Pb/206Pb,207Pb/206Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,Sources,Full reference
No Pb,Cu major,Archaeo,VMS Cu / high arsenic enargite-tennantite ,FG-010109,Armenia,,Armenia,Alaverdi Kapan ,,,Aghvi,41.074798,44.587219,enargite-tennantite,2.08124,0.84323,18.5247,15.6207,38.554,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,VMS Cu / high arsenic enargite-tennantite ,FG-010110,Armenia,,Armenia,Alaverdi Kapan ,,,Aghvi,41.074798,44.587219,enargite-tennantite,2.08144,0.84326,18.5275,15.6236,38.5648,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,VMS Cu / high arsenic enargite-tennantite ,FG-020708,Armenia,,Armenia,Alaverdi Kapan ,,,Aghvi,41.074798,44.587219,enargite-tennantite,2.06917,0.83395,18.797,15.6768,38.893,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,VMS Cu / high arsenic enargite-tennantite ,FG-020707,Armenia,,Armenia,Alaverdi Kapan ,,,Aghvi,41.074798,44.587219,enargite-tennantite,2.09135,0.84751,18.4397,15.628,38.5663,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-020521,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Hankadsor,40.5296,43.6602,,2.1092,0.8696,17.9486,15.6048,37.8489,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-020525,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Hankadsor,40.5296,43.6602,,2.05654,0.82729,18.8624,15.6104,38.8037,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-010101,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Hankadsor,40.5296,43.6602,,2.0938,0.8523,18.3415,15.6332,38.4042,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-010100,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Hankadsor,40.5296,43.6602,,2.07427,0.83789,18.6971,15.6657,38.7822,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-010104,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Kapan,39.2094095,46.3908293,,2.04803,0.81935,19.0605,15.6183,39.0399,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-010103,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Kapan,39.2094095,46.3908293,,2.05068,0.82145,19.0226,15.626,39.009,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-010102,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Kapan,39.2094095,46.3908293,,2.07263,0.83742,18.6289,15.6005,38.6118,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-020526,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Shamlug,41.1667521,44.7143367,,2.07889,0.84306,18.5047,15.6006,38.468,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-010114,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Shamlug,41.1667521,44.7143367,,2.08017,0.8431,18.5325,15.6229,38.5452,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-020513,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Shamlug,41.1667521,44.7143367,,2.082,0.84339,18.5256,15.6243,38.5705,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-010099,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Akhtala,41.1503469,44.7706277,,2.07166,0.83661,18.6425,15.5966,38.6206,"Meliksetian et Pernicka, 2010","Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,VMS Cu,FG-010098,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Akhtala,41.1503469,44.7706277,,2.0723,0.83704,18.6413,15.6048,38.6327,"Meliksetian et Pernicka, 2010","Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,VMS Cu / copper-molybdenum,FG-020705,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Sisamadan,41.0981441,44.6460913,,2.09601,0.85355,18.306,15.6244,38.3673,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,VMS Cu / copper-molybdenum,FG-020520,Armenia,,Alaverdi-Kapan - VMS Cu,Alaverdi Kapan ,,,Sisamadan,41.0981441,44.6460913,,2.08146,0.84002,18.5846,15.6114,38.6836,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,,FG-010112,Armenia,,Armenia,Alaverdi Kapan ,,Alaverdi-Kapan - VMS Cu,Spasakar,41.042505,44.666892,,2.07811,0.83769,18.6177,15.5958,38.6922,"Meliksetian et Pernicka, 2010","Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,copper + Au,FG-020704,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Fioletovo,40.7192871,44.7147619,enargite-tennantite,2.05632,0.82483,18.8992,15.5884,38.8638,"Meliksetian et Pernicka, 2010","Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,copper + Au,FG-020514,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Fioletovo,40.7192871,44.7147619,enargite-tennantite,2.06022,0.82761,18.8511,15.5997,38.8352,"Meliksetian et Pernicka, 2010","Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,copper + Au,FG-010097,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Fioletovo,40.7192871,44.7147619,enargite-tennantite,2.07715,0.84038,18.5718,15.608,38.579,"Meliksetian et Pernicka, 2010","Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,copper + Au,FG-020515,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Fioletovo,40.7192871,44.7147619,enargite-tennantite,2.08156,0.84005,18.5866,15.6135,38.6909,"Meliksetian et Pernicka, 2010","Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,copper and molybdenum mine,FG-020706,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Dastakert,39.3795732,46.027005,,2.10014,0.86103,18.1022,15.5867,38.0189,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,Cu (Mo),FG-010094,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Lichk,40.1572,45.235900000000015,,2.07482,0.83858,18.616,15.6106,38.6202,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,Cu veins,FG-010105,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Frolova Balka,40.702437,44.766203,,2.08063,0.84276,18.5291,15.6153,38.5509,"Meliksetian et Pernicka, 2010","Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,Cu veins,FG-020522,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Frolova Balka,40.702437,44.766203,,2.07763,0.8394,18.5848,15.6007,38.6113,"Meliksetian et Pernicka, 2010","Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,Cu-Mo-Au porphyry deposit; alkaline to calc-alkaline post-collisional; open pit; in production,FG-020523,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Kadjaran,39.1510636,46.155421,,2.04992,0.82141,18.9726,15.5841,38.8923,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,Cu-Mo-Au porphyry deposit; alkaline to calc-alkaline post-collisional; open pit; in production,FG-020517,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Kadjaran,39.1510636,46.155421,,2.05457,0.82337,18.9511,15.6031,38.941,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,Cu-Mo-Au porphyry deposit; alkaline to calc-alkaline post-collisional; open pit; in production,FG-010095,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Kadjaran,39.1510636,46.155421,,2.07182,0.83652,18.6574,15.6062,38.6561,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,Cu-Mo-Au porphyry deposit; alkaline to calc-alkaline post-collisional; open pit; in production,FG-020516,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Kadjaran,39.1510636,46.155421,,2.07958,0.83898,18.5881,15.5951,38.6562,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,Porphyry copper-molybdenum deposit.,FG-020518,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Agarak,39.2068,46.544599999999946,,2.08845,0.8502,18.3831,15.6338,38.3921,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,Porphyry copper-molybdenum deposit.,FG-010091,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Agarak,39.2068,46.544599999999946,,2.09654,0.85272,18.2883,15.5951,38.3421,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,porphyry Cu,FG-020519,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Tey,40.7696272,44.6736646,,2.07801,0.83763,18.608,15.587,38.6677,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
No Pb,Cu major,Archaeo,porphyry Cu,FG-010096,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Tey,40.7696272,44.6736646,,2.07716,0.83705,18.6372,15.6002,38.7136,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu major,Archaeo,,FG-020525,Armenia,,Pambak- Zangezour - porphyre,Pambak Zangezour ,,,Hankavan,40.6344,44.4843,,2.07714,0.83716,18.6283,15.5958,38.6964,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb minor,Cu minor,Archaeo,Gold mine,FG-020524,Armenia,,Sevan-Amasian - vein,Sevan Amasian,,,Sotk,40.1995,45.8645,,2.07429,0.83664,18.6243,15.582,38.6335,Meliksetian & Pernicka 2010,"Meliksetian, K., Pernicka, E., 2010. Geochemical characterisation of Armenian Early Bronze Age metal artefacts and their relation to copper ores, in: Gewinnung Und Verbreitung von Metallen Und Obsidian in Kaukasien. Dr. Rudolf Habelt, Bonn, Germany, pp. 41-58."
Pb major,No Cu,Archaeo,Pb-Zn deposit,,Austria,,"Carinthia, Austria","Carinthia, Austria",,,Bleiberg,46.629126321456994,13.672317753089121,PbS,2.09560104529617,0.852678571428572,18.368,15.662,38.492,"Schroll et al., 2006","Schroll, E., Kîppel, V., Cerny, I., 2006. Pb and Sr isotope and geochemical data from the Pb-Zn deposit Bleiberg (Austria): constraints on the age of mineralization. Mineralogy and Petrology 86, 129-156."
Pb major,No Cu,Geol,Pb-Zn deposit,,Austria,,"Carinthia, Austria","Carinthia, Austria",,,Bleiberg,46.629126321456994,13.672317753089121,PbS,2.09782904401763,0.852712334729855,18.379,15.672,38.556,"Schroll et al., 2006","Schroll, E., Kîppel, V., Cerny, I., 2006. Pb and Sr isotope and geochemical data from the Pb-Zn deposit Bleiberg (Austria): constraints on the age of mineralization. Mineralogy and Petrology 86, 129-156."
Pb major,No Cu,Geol,Pb-Zn deposits,E14.6 PbS,Austria,,Drau Range,Drau Range,,,"Bleiberg, Erlach",46.629126321456994,13.672317753089121,galena,2.0952847120248,0.85212378310763,18.387,15.668,38.526,"Henjes-Kunst, 2014 p.72","Henjes-Kunst, E., 2014. The Pb-Zn Deposits in the Drau Range (Eastern Alps, Austria/Slovenia): A Multi-analytical Research Approach for Investigation of the Ore-Forming Mechanisms. University of Leoben."
